Date,P1 : ]0 - 3] kW,P2 : ]3 - 9] kW,P3 : ]9 - 100] kW,P4 : ]100 - 250] kW,P5 : ]250 - 1000] kW,P6 : ]1000 - 12000] kW,P7 : > 12000 kW
20200215,3351727947.0,1136445575.0,5023923518.0,5610773358.0,7853268976.0,227558067382.0,32020520186.0
20200216,2640705979.0,641927152.0,3017653162.0,4153368971.0,7072038120.0,287802521416.0,44776329794.0
20200217,2975806001.0,853007287.0,3812544315.0,4646602261.0,7009387864.0,231940897121.0,35248872896.0
20200218,3568318390.0,1162711449.0,5163293226.0,5671814241.0,7878351546.0,231651717501.0,32860896980.0
20200219,3245792307.0,997520107.0,4475398974.0,5192258894.0,7666150503.0,197852909608.0,26143645408.0
20200220,3508615769.0,1214034808.0,5367189661.0,5833753200.0,7851577605.0,232167441163.0,33081727907.0
20200221,3521801239.0,1194433900.0,5306066866.0,5791106843.0,7824406805.0,170793407422.0,19900226165.0
20200222,3646319539.0,1333516912.0,5861319258.0,6186992882.0,7803724899.0,233294307273.0,32842295623.0
20200223,3293104092.0,1138344306.0,5048992025.0,5610920212.0,7454829220.0,256631028202.0,37410089894.0
20200224,3511585324.0,1271594953.0,5586873902.0,5964339376.0,7472453075.0,227792045643.0,31448354833.0
20200225,3049351179.0,867063166.0,3937234675.0,4817001063.0,7230051849.0,253180937766.0,36843120988.0
20200226,3442829011.0,1150128445.0,5127127055.0,5663846804.0,7798897360.0,243686261314.0,33332100207.0
20200227,2754912619.0,661858852.0,3097907417.0,4234260393.0,7391506049.0,228759162756.0,32546008835.0
20200228,3285893164.0,1024032192.0,4583034665.0,5321374779.0,7961895867.0,204147689281.0,27229633288.0
20200229,3072638633.0,825573013.0,3769980797.0,4720665784.0,7585752762.0,286463425702.0,43482937043.0
20200301,3064758494.0,910909338.0,3958904989.0,4860277043.0,7842861469.0,229457402210.0,33569533859.0
20200302,2963125795.0,820362527.0,3573940539.0,4577814136.0,7708748190.0,193166222014.0,25204773479.0
20200303,3065907427.0,927791034.0,3982897140.0,4829241075.0,7640308282.0,127986188070.0,14230775236.0
20200304,2994948359.0,842714692.0,3670510090.0,4633899000.0,7696099953.0,138966613521.0,15820981159.0
20200305,2852680927.0,641285053.0,2858054149.0,4029891256.0,7526681712.0,205326955932.0,26879050281.0
20200306,3245771917.0,997174799.0,4282960319.0,4948412325.0,7794243294.0,196694334517.0,26074756815.0
20200307,3545545373.0,1224257861.0,5198225580.0,5620406517.0,8223026572.0,139083262044.0,12990832553.0
20200308,3535628462.0,1164489573.0,4959543332.0,5518554737.0,8287126871.0,230023831547.0,32322119407.0
20200309,3761033037.0,1278082243.0,5391117309.0,5842502939.0,8459753156.0,196804577602.0,25105324721.0
20200310,3319254742.0,876695558.0,3778825084.0,4759368611.0,8217662187.0,278417825360.0,41312111992.0
20200311,3897024716.0,1346852228.0,5648200155.0,6038402122.0,8642962622.0,256206694552.0,37197874249.0
20200312,3518280322.0,1117553596.0,4764012744.0,5453199560.0,8498430658.0,224994471998.0,32817135451.0
20200313,4467112194.0,1664248607.0,6897537238.0,6936171463.0,9048674270.0,165937365609.0,19180422557.0
20200314,3961217155.0,1349081718.0,5697555788.0,6150390101.0,9069296811.0,138766471244.0,12944155665.0
20200315,4354115181.0,1648491322.0,6822098067.0,6919378610.0,8897503840.0,163936716399.0,18691283303.0
20200316,3705272586.0,1140545537.0,4791210454.0,5447432709.0,8260447155.0,112471187129.0,9402654655.0
20200317,3800169279.0,1386722806.0,5798590397.0,6164361492.0,8526887839.0,87134027683.0,5747227442.0
20200318,4603746407.0,1925814581.0,7920876789.0,7574744709.0,8924555752.0,93999045374.0,6027678475.0
20200319,4750361304.0,1949862327.0,8003772516.0,7618244069.0,8905577177.0,109115335078.0,8529645276.0
20200320,4604976931.0,1843258760.0,7601142568.0,7348946310.0,8881643065.0,170373182043.0,19240263398.0
20200321,4219046737.0,1636156955.0,6768987228.0,6802752758.0,8613470925.0,222543476977.0,32048125561.0
20200322,3892766004.0,1474547996.0,6149316907.0,6362829457.0,8299851605.0,225491531706.0,33728827141.0
20200323,4708160206.0,1971270002.0,8040600327.0,7545864144.0,8142585973.0,199099287438.0,28737016040.0
20200324,4833573093.0,2068748494.0,8444080872.0,7795012767.0,8054640493.0,170509050953.0,22026995554.0
20200325,4955615402.0,2139337160.0,8755211797.0,8062471462.0,8397357059.0,169689406290.0,21305185072.0
20200326,4757978320.0,2100888353.0,8549249487.0,7891162508.0,8182223145.0,181414516560.0,23257216538.0
20200327,4688482990.0,2042468092.0,8360720390.0,7761493157.0,8103985132.0,130420223284.0,12267856540.0
20200328,4720782088.0,2099586999.0,8577406978.0,7901065885.0,8044154456.0,171224797218.0,19482655751.0
20200330,4526250628.0,1863577711.0,7592457524.0,7118693129.0,7346834991.0,248463771303.0,35434703940.0
20200331,4775257805.0,2113827811.0,8650361328.0,7885029199.0,7674906758.0,203846134310.0,25229088424.0
20200401,4678387962.0,2148804636.0,8817474328.0,7808845618.0,7171480995.0,108024167847.0,12909460559.0
20200402,4320552059.0,1990860494.0,8202084768.0,7366225620.0,6898973723.0,74860507793.0,9336898142.0
20200403,4469825586.0,1997940278.0,8278462534.0,7420226351.0,7198469497.0,68753727356.0,6096074807.0
20200404,4810392532.0,2289673234.0,9456839974.0,8212158535.0,7234969753.0,90075815873.0,10361017843.0
20200405,4882535718.0,2275291597.0,9386953430.0,8128136396.0,6918668663.0,151104885182.0,20653137519.0
20200406,4161610522.0,1736226488.0,7646019882.0,6912321616.0,6440038177.0,111099342164.0,17697628617.0
20200407,4254940042.0,1943215884.0,8048849712.0,7182682895.0,6622057142.0,72545383876.0,8460595914.0
20200408,4706000603.0,2214527270.0,9100186667.0,7835339785.0,6717828486.0,62601538034.0,7036254408.0
20200409,4970955549.0,2384087568.0,9814959462.0,8310587182.0,6904001791.0,69138507401.0,7735975298.0
20200410,4990016185.0,2386505895.0,9825934717.0,8325715322.0,6902482394.0,88174192076.0,11354725636.0
20200411,4872858539.0,2316490455.0,9529887592.0,8137455661.0,6802678748.0,66567670296.0,7634368555.0
20200412,4474342628.0,2049681825.0,8477446068.0,7412557263.0,6505597595.0,63370119110.0,7580816133.0
20200413,4152294277.0,1807821127.0,7457955207.0,6721258322.0,5866368548.0,156206929664.0,24003316781.0
20200414,5065886887.0,2471558156.0,10179600261.0,8533827959.0,6725377970.0,151379646618.0,22652719098.0
20200415,5143843672.0,2415278138.0,9912959419.0,8336677030.0,6563128119.0,125016219463.0,17202934952.0
20200416,4576681323.0,2021361170.0,8352217013.0,7297589998.0,6272706412.0,86920779711.0,11261881923.0
20200417,4009756088.0,1486669501.0,7080603181.0,6446830795.0,6107918117.0,72372503920.0,8785495309.0
20200418,3984242482.0,1730192348.0,7197342874.0,6497897959.0,6105005525.0,57156279305.0,7183985304.0
20200419,3124093569.0,1138628983.0,4792121364.0,4889138358.0,5478275977.0,77191376524.0,11666130174.0
20200420,3555211716.0,1345698324.0,5618522246.0,5497995136.0,5730691898.0,128398805222.0,22823142618.0
20200421,3301608714.0,1156136222.0,4892458752.0,5069427316.0,5872813555.0,114028403578.0,19851550428.0
20200422,4381944929.0,1934837013.0,7992408589.0,7004231692.0,5879031090.0,85489609534.0,14495359763.0
20200423,4950093562.0,2254536154.0,9294757500.0,7890758391.0,6629906463.0,58126352606.0,7442606619.0
20200424,4679963200.0,2098529020.0,8683232138.0,7566124279.0,6802514065.0,58410000038.0,6559540354.0
20200425,4771729452.0,2152751167.0,8896880442.0,7669872019.0,6757324756.0,70572823373.0,8777124193.0
20200426,4800646928.0,2185320567.0,9004225737.0,7697047167.0,6588936287.0,53844983187.0,5134802772.0
20200427,3990542552.0,1593481836.0,6654990102.0,6144839730.0,6263360556.0,53815650767.0,6603159961.0
20200428,3767787937.0,1318440223.0,5590959100.0,5551966970.0,6681861430.0,122243776935.0,19483838298.0
20200429,4085444854.0,1568723618.0,6624805057.0,6299582615.0,7232557119.0,146895456737.0,22977229795.0
20200430,3818821593.0,1345508933.0,5703422394.0,5667145371.0,6858036206.0,190833611492.0,31750122834.0
20200501,3475619669.0,1099334869.0,4866720472.0,5163401906.0,6934095751.0,162790842760.0,27792279931.0
20200502,3747226617.0,1301530915.0,5694561298.0,5754420893.0,7480439924.0,104477115289.0,16712656162.0
20200503,4286402791.0,1718800782.0,7419253418.0,6920569279.0,7893629175.0,73705198646.0,7933134263.0
20200504,5108176755.0,2301548841.0,9797179961.0,8471802211.0,8048785024.0,86196059756.0,10023567811.0
20200505,4429923385.0,1750840499.0,7799778972.0,7139112498.0,7590124550.0,121922038890.0,18901216217.0
20200506,5357639341.0,2407712097.0,10259095207.0,8762624070.0,7925513428.0,85693863260.0,10097769577.0
20200507,5397567581.0,2446185044.0,10427753454.0,8831727554.0,7762241644.0,71655374603.0,7683069123.0
20200508,4829170977.0,1186013955.0,8832608506.0,7765983635.0,7445279970.0,76666359969.0,8232790144.0
20200509,4382608452.0,1805207506.0,7743941597.0,6961092335.0,6826613528.0,69107521034.0,7787950123.0
20200510,3400669997.0,1139776504.0,4996284178.0,5129872883.0,6182563596.0,85993685980.0,12440714973.0
20200511,3300143149.0,1032054194.0,4569085262.0,4949416306.0,6554301336.0,216794174361.0,36380584540.0
20200512,4519346417.0,1849375317.0,7954093285.0,7199669897.0,7325036045.0,108775315645.0,15303425042.0
20200513,3813560251.0,1368880788.0,5972961543.0,5852998596.0,6988669569.0,126814759784.0,19090193532.0
20200514,4880107119.0,2005203013.0,8563152539.0,7602984183.0,7533525010.0,179648485158.0,29194168494.0
20200515,5257849061.0,2259639476.0,9641707733.0,8292001726.0,7633316046.0,129087635618.0,19746988300.0
20200516,5354961836.0,2325680884.0,9918272452.0,8478875680.0,7556091324.0,83047264382.0,10964584490.0
20200517,5892229053.0,2670861328.0,11378400514.0,9422078540.0,7811847200.0,86363342000.0,8760194006.0
20200518,5896893118.0,2718125356.0,11564475855.0,9532223182.0,7750740613.0,83995116795.0,9196686363.0
20200519,5935728989.0,2715800309.0,11558009882.0,9488394130.0,7629102576.0,97145364739.0,11468892123.0
20200520,5852607860.0,2729801426.0,11598851155.0,9478398950.0,7500579738.0,85395026501.0,9673098454.0
20200521,5580605457.0,2625928407.0,11155005580.0,9177212684.0,7330888111.0,67441114337.0,6764788583.0
20200522,4633700202.0,2037727849.0,8750581127.0,7598621901.0,6974434317.0,102756728608.0,14465246366.0
20200523,4130962623.0,1682745650.0,7227865169.0,6485582008.0,6324717952.0,112234735382.0,16736465196.0
20200524,5459447653.0,2593242552.0,11035980894.0,9077061907.0,7123377252.0,91532460692.0,9343517418.0
20200525,5562683615.0,2661093020.0,11534727163.0,9338464097.0,6953641919.0,86995899259.0,9768769714.0
20200526,5767413194.0,2761554855.0,11704915315.0,9411456315.0,6859866000.0,109776136882.0,14394726853.0
20200527,5595759017.0,2754083910.0,11661157993.0,9341997825.0,6608546084.0,105533021673.0,14184589430.0
20200528,5547884051.0,2611341169.0,11716640940.0,9369946976.0,6600678335.0,118650633526.0,17257470281.0
20200529,5526522282.0,2731442986.0,11564204880.0,9263314280.0,6498558171.0,128661465802.0,19216975117.0
20200530,5503428518.0,2749416213.0,11625272038.0,9323608192.0,6427560258.0,108426657042.0,14581301018.0
20200531,5418550829.0,2726554254.0,11519550982.0,9212977727.0,6213374427.0,123087947915.0,16988480743.0
20200601,4960674864.0,2493136613.0,10796510558.0,8926835248.0,5896816619.0,95098447831.0,12805677069.0
20200602,5202953904.0,2693982460.0,11645040034.0,9495992682.0,6155068389.0,63879812932.0,7413986862.0
20200603,3941336584.0,1836437508.0,8039408062.0,7097912373.0,5794688423.0,66975662312.0,8585110700.0
20200604,3141048835.0,1181505896.0,5297652829.0,5294368477.0,5743826486.0,88842870122.0,12521392380.0
20200605,3580792184.0,1333088524.0,5972217287.0,5795098819.0,6374292234.0,167413088209.0,27826611719.0
20200606,4218769382.0,1866081378.0,8198919550.0,7339009650.0,6654834320.0,148149575158.0,23825064912.0
20200607,4012714716.0,1665283092.0,7357403416.0,6868105921.0,6814615418.0,74421897731.0,8476371736.0
20200608,4423340971.0,1882848727.0,8280129074.0,7400883771.0,6812499481.0,85764724466.0,9851524822.0
20200609,4227973426.0,1732043324.0,7619852986.0,6960643498.0,6557276707.0,87624127571.0,11005597604.0
20200610,3849708265.0,1592365345.0,7035357983.0,6591833596.0,6720921813.0,61098041755.0,6007770207.0
20200611,3488376871.0,1360475261.0,6058949975.0,5912558241.0,6590120631.0,79961952410.0,9297250606.0
20200612,3853039782.0,1494949427.0,6626512662.0,6336465319.0,6969025686.0,108423910021.0,16796795078.0
20200613,3878032924.0,1645875923.0,7238458577.0,6812060412.0,6963168197.0,91298427413.0,12488743657.0
20200614,4467742862.0,1980901503.0,8669390681.0,7793748391.0,7421145390.0,88202000254.0,10284062761.0
20200615,4325936293.0,1876772229.0,8220316420.0,7461195743.0,7218946360.0,78689919918.0,8850550823.0
20200616,3925294299.0,1616577201.0,7113215649.0,6715129301.0,6957335721.0,61903543490.0,6476424344.0
20200617,4274287861.0,1794409783.0,7840330874.0,7241260262.0,7297806746.0,62905848947.0,6387896209.0
20200618,3920513169.0,1625647280.0,7173534696.0,6833243627.0,7212503101.0,72414867040.0,9151816209.0
20200619,4425127524.0,2002748084.0,8751484186.0,7843022396.0,7471598679.0,76681657168.0,8700048090.0
20200620,4765031209.0,2287585531.0,9936991031.0,8571365024.0,7302743258.0,63157877054.0,4588416845.0
20200621,4576246179.0,2180976692.0,9481802909.0,8214774409.0,6997975800.0,103006091928.0,12065758395.0
20200622,5342154515.0,2722953377.0,11732274651.0,9655003915.0,6880774468.0,70349145240.0,6450294699.0
20200623,5394466456.0,2829099317.0,12178369342.0,9925449964.0,6677190747.0,84409024962.0,10588376276.0
20200624,5441995461.0,2813600495.0,12078399433.0,9835874969.0,6494175841.0,107081195263.0,15812333336.0
20200625,5252042903.0,2738414353.0,11746156774.0,9557634342.0,6270035112.0,82676201760.0,11615435679.0
20200626,4421304533.0,2140951313.0,9234706225.0,7852681041.0,5945204752.0,86584260338.0,12761179233.0
20200627,4195047264.0,1981273494.0,8610981185.0,7482254187.0,6010575229.0,136254645674.0,20850553631.0
20200628,3760515131.0,1723957670.0,7528621650.0,6684257877.0,5784846542.0,108882063097.0,16915146019.0
20200629,4160877355.0,1934582334.0,8400655172.0,7352719592.0,5894850995.0,120108819595.0,17653630547.0
20200630,4526123764.0,2264359153.0,9785077260.0,8254980011.0,6055482775.0,111080152956.0,15956024067.0
20200701,3817800326.0,1805509164.0,7884081129.0,6773393463.0,5459880109.0,97193966454.0,14678916661.0
20200702,3663455680.0,1608573670.0,7075218986.0,6272837318.0,5430501872.0,97041987429.0,14613357420.0
20200703,4514560074.0,2137238790.0,9344406035.0,7765366913.0,6075568735.0,96711901218.0,11195036756.0
20200704,4412974940.0,2096694616.0,9170006848.0,7674014380.0,5887810088.0,159364857678.0,23371895732.0
20200705,4253001827.0,2025831536.0,8857825913.0,7390898610.0,5589548585.0,168978962566.0,24900366606.0
20200706,4728729137.0,2374002992.0,10325533412.0,8319301997.0,5538552347.0,129296276084.0,18739010029.0
20200707,5126275820.0,2707481861.0,11726613735.0,9231053377.0,5699382757.0,75397157095.0,8172766061.0
20200708,4785720490.0,2556906524.0,11087414662.0,8791801893.0,5537963678.0,83692110384.0,11872797509.0
20200709,4780930630.0,2560261538.0,11095056415.0,8780694355.0,5440564423.0,87539864758.0,12201826998.0
20200710,3977425449.0,1946962093.0,8494966919.0,7076876786.0,5087917359.0,94946455895.0,14963633863.0
20200711,4967299338.0,2593699688.0,11258914386.0,8898304112.0,5536882328.0,86962161885.0,10438854092.0
20200712,4955988242.0,2657268076.0,11493354173.0,9021485602.0,5277360528.0,95798778535.0,13405876760.0
20200713,4922836769.0,2618342869.0,11331774734.0,8900912569.0,5350715135.0,81423736368.0,10393052424.0
20200714,4169514979.0,2124550836.0,9255378765.0,7545692394.0,5105823526.0,74381026134.0,9332711133.0
20200715,3190047074.0,1460973728.0,6419782487.0,5662413233.0,4643010036.0,62598749721.0,7497133694.0
20200716,3195342490.0,1452307686.0,6425050937.0,5671593310.0,4908721443.0,65320621745.0,7779135012.0
20200717,3817382870.0,1880880936.0,8240562330.0,6871954255.0,5118473194.0,66013723676.0,6824808040.0
20200718,4793972236.0,2581982022.0,11212368626.0,8802025505.0,5347688741.0,62094657763.0,5904984754.0
20200719,4732407944.0,2637917179.0,11439963845.0,8936385239.0,5168947640.0,60164052799.0,6449761464.0
20200720,4641970298.0,2532054834.0,10970592729.0,8613144236.0,4981607768.0,92247342256.0,13189546000.0
20200721,4508398816.0,2477401019.0,10732960150.0,8421276256.0,4836346346.0,96817084056.0,14098637794.0
20200722,4138297051.0,2201402525.0,9563984736.0,7661609736.0,4756264991.0,76994192373.0,11463195582.0
20200723,4172789086.0,2211986238.0,9608010869.0,7692548487.0,4817295757.0,55565553102.0,6505855730.0
20200724,4387208667.0,2284909370.0,9940212048.0,7921629764.0,5115380233.0,77570322227.0,9182005247.0
20200725,3888863975.0,2015251005.0,8795859470.0,7210144352.0,4888207699.0,94632867948.0,12775227560.0
20200726,4247556253.0,2264861155.0,9839182331.0,7833298974.0,4710588333.0,95579671366.0,14271436677.0
20200727,4590092479.0,2499819565.0,10826902303.0,8485431905.0,4840582012.0,124830158119.0,18776600574.0
20200728,4076626082.0,2141511431.0,9295807588.0,7426096337.0,4395668097.0,103795640439.0,17242208221.0
20200729,4626531842.0,2565167627.0,11116289436.0,8647398890.0,4767740393.0,57495093265.0,6015887037.0
20200730,4627379934.0,2543427882.0,11026035975.0,8556464102.0,4756996254.0,68429673009.0,7869942973.0
20200731,4272474503.0,2285173420.0,9924744720.0,7823727809.0,4636183606.0,89593706853.0,13048098386.0
20200801,3869013175.0,2014895455.0,8943726574.0,7243945707.0,4476281756.0,74604685092.0,10339058368.0
20200802,3659536725.0,1861009208.0,8278174723.0,6814347818.0,4446162758.0,85158569690.0,11659132254.0
20200803,3826235988.0,1912167331.0,8500744023.0,6954084250.0,4562073063.0,87384644397.0,11880841568.0
20200804,4805531437.0,2573764326.0,11361835847.0,8849475306.0,4915122503.0,74202236798.0,7866049726.0
20200805,4726648023.0,2620907391.0,11560405062.0,8984999776.0,4799184590.0,65560876670.0,6971825057.0
20200806,4578900375.0,2544254683.0,11234119685.0,8742474597.0,4715008669.0,55558052018.0,6634358146.0
20200807,4401226822.0,2431067460.0,10724696923.0,8402268826.0,4598678868.0,64395627335.0,7936078892.0
20200808,4185662822.0,2287400267.0,10114692143.0,8001014921.0,4518796456.0,56370660650.0,5881292041.0
20200809,3836076386.0,2069979540.0,9147532723.0,7364723255.0,4275000387.0,62750856719.0,8809115621.0
20200810,3473664372.0,1850773509.0,8203300230.0,6736645861.0,4207311308.0,56178670501.0,7417658097.0
20200811,3769818504.0,2068705121.0,9135828495.0,7341589012.0,4326798616.0,50939580350.0,5420795400.0
20200812,2997734638.0,1472964262.0,6580927419.0,5654214204.0,3921769036.0,63734296664.0,7845247770.0
20200813,2807313027.0,1363493436.0,6108119928.0,5380534863.0,3969911157.0,65726829139.0,10128895443.0
20200814,3548215323.0,1867377973.0,8280816857.0,6813073008.0,4472286415.0,65772279807.0,8236490906.0
20200815,3603540920.0,1955044284.0,8680914205.0,7075735461.0,4497595101.0,47344476846.0,4055311050.0
20200816,3125824047.0,1564607495.0,6978514070.0,5928421588.0,4023292191.0,58451858273.0,6824159381.0
20200817,3339510383.0,1734957099.0,7697082524.0,6407555509.0,4182502161.0,68088247696.0,10450096207.0
20200818,3530070838.0,1886476298.0,8345755739.0,6840032752.0,4211609575.0,56070647005.0,6978831583.0
20200819,3238556486.0,1672619292.0,7453704698.0,6278358557.0,4326930453.0,90264406140.0,12046859326.0
20200820,3977761025.0,2079742546.0,9203520155.0,7399435753.0,4361161214.0,96820034642.0,13956188729.0
20200821,3656699355.0,1893189138.0,8380057421.0,6865233422.0,4279378088.0,143369460909.0,23047089725.0
20200822,3701227397.0,1877303519.0,8323114332.0,6859688288.0,4330932584.0,140680181775.0,23071677372.0
20200823,3575383136.0,1816488020.0,8081575877.0,6687752962.0,4381961940.0,111906949072.0,17257387788.0
20200824,3772093073.0,1998909416.0,8844438573.0,7195084571.0,4350231944.0,70973185588.0,8692771803.0
20200825,3716200816.0,1933833958.0,8563324161.0,7014281723.0,4356743145.0,153475056341.0,25067295264.0
20200826,3730033639.0,1932313717.0,8560474548.0,6984149505.0,4193295917.0,159540513147.0,29294567850.0
20200827,3577191532.0,1885219291.0,8361496116.0,6892846454.0,4284648921.0,91918246661.0,12735340555.0
20200828,2557409030.0,1116711854.0,5013476687.0,4689639240.0,3650288261.0,116490325329.0,20376982370.0
20200829,2940251943.0,1295063154.0,5795516387.0,5212868217.0,3977699859.0,84557289716.0,12402346918.0
20200830,2973717892.0,1317788017.0,5928085697.0,5316012899.0,4424034301.0,95550245981.0,13073049618.0
20200831,3607378901.0,1729854787.0,7696750534.0,6449149988.0,4580768926.0,68893148265.0,9241885201.0
20200901,3885743087.0,2018760181.0,8873925717.0,7186240232.0,4622744109.0,62380098376.0,8238298315.0
20200902,4108210009.0,2199841276.0,9664681373.0,7661572147.0,4597630169.0,58902505798.0,6294764839.0
20200903,3911280501.0,2111603627.0,9287903350.0,7419675454.0,4505649463.0,74020137612.0,9645963678.0
20200904,3865279989.0,2083051204.0,9165690036.0,7362658970.0,4339292326.0,63137432331.0,7800747896.0
20200905,3455147215.0,1791162202.0,7918097824.0,6550711683.0,4209670337.0,73634392431.0,9900288938.0
20200906,3292820560.0,1616288099.0,7156497531.0,6050257654.0,4031447189.0,61038759329.0,6393844573.0
20200907,4061975752.0,2122767529.0,9338804592.0,7435654206.0,4289769237.0,65506511969.0,7208644099.0
20200908,3814889021.0,2085322089.0,9193332819.0,7334250108.0,4169197581.0,51960733559.0,5967608615.0
20200909,3106997811.0,1627322160.0,7214925409.0,6034199701.0,3657143942.0,47783678297.0,6586465433.0
20200910,3339514987.0,1678800025.0,7437078208.0,6187376140.0,3750728331.0,51684402872.0,6727403156.0
20200911,3702307108.0,1932953603.0,8580679616.0,6936161436.0,4114280781.0,49965879308.0,5052345659.0
20200912,3855280410.0,2076813132.0,9216154118.0,7362583600.0,4199280134.0,54558984157.0,5880821609.0
20200913,3865144645.0,2110861969.0,9359721412.0,7426486525.0,4090242700.0,51637152662.0,5211602552.0
20200914,3880735075.0,2081018293.0,9225628947.0,7319555727.0,4002492473.0,69385831440.0,8785730387.0
20200915,3348467867.0,1777165631.0,7918555027.0,6507333039.0,3881736388.0,56419530189.0,7536227091.0
20200916,3427488849.0,1854320098.0,8261888518.0,6679087777.0,3972192785.0,63924098053.0,9005459399.0
20200917,3681828932.0,1991553435.0,8864391007.0,7082406312.0,3965403691.0,134818168195.0,22785761926.0
20200918,3040577546.0,1501193718.0,6721162134.0,5724552092.0,3594168545.0,118808994696.0,19706674959.0
20200919,2340271967.0,1067738147.0,4879300226.0,4549853970.0,3578783135.0,81029163130.0,13070605321.0
20200920,2598282161.0,1258160463.0,5700795287.0,5050392983.0,3641837809.0,46800264466.0,6354466515.0
20200921,2643913055.0,1280105182.0,5784313987.0,5125253445.0,3751348641.0,37227676644.0,4892852607.0
20200922,2352780198.0,1083105370.0,4946288495.0,4588374256.0,3646829223.0,39232995506.0,5145909392.0
20200923,2791445193.0,1342706122.0,6103594801.0,5339729579.0,4115036893.0,106526372598.0,18583273119.0
20200924,2270241889.0,942607002.0,4340883220.0,4209073601.0,3740243939.0,146558210948.0,26464618229.0
20200925,2925891379.0,1198013241.0,5492987960.0,4966960247.0,4315912046.0,216364276616.0,38272335892.0
20200926,2891278459.0,1135750634.0,5189798525.0,4858220935.0,4679380209.0,201517639932.0,38969249473.0
20200927,2339112713.0,764162654.0,3563391879.0,3831475509.0,4502028274.0,190794747145.0,33052493960.0
20200928,2599684398.0,1095972185.0,5025636396.0,4773014544.0,4920807870.0,97567436390.0,13946448922.0
20200929,2630072864.0,1151318560.0,5293672351.0,4998633163.0,5167804858.0,55225616553.0,6762767184.0
20200930,2946800602.0,1422850157.0,6479535365.0,5743577853.0,5127699152.0,72276296626.0,8465983622.0
20201001,2369853504.0,931472610.0,4320777837.0,4350408919.0,4380441698.0,114607911551.0,20697284854.0
20201002,2175182251.0,601120642.0,2859973148.0,3388535493.0,4333094318.0,136134818211.0,22743332319.0
20201003,2316651862.0,675229775.0,3251546185.0,3792662982.0,5356657169.0,109474361065.0,17550596653.0
20201004,2875012341.0,941218823.0,4408105863.0,4575861460.0,5655201924.0,202853357060.0,38019336975.0
20201005,2564016815.0,744267702.0,3572438016.0,4085361309.0,5846386229.0,200290523061.0,36894478798.0
20201006,2401459136.0,635737076.0,3082773353.0,3770671866.0,5606060008.0,212266485904.0,40635326012.0
20201007,3238057666.0,1150114370.0,5351490128.0,5300215231.0,6217794887.0,143483705745.0,24899288952.0
20201008,2977219507.0,1064854010.0,4988079392.0,5079156447.0,6243407679.0,159048441575.0,28610253041.0
20201009,2829510282.0,1045229682.0,4891107118.0,4975275093.0,5921185692.0,78195782367.0,12921436029.0
20201010,3255198190.0,1272814378.0,5895026631.0,5607372899.0,5900461463.0,92136253037.0,13441676849.0
20201011,2913351252.0,1046860567.0,4923050001.0,4938922065.0,5788445329.0,95167384517.0,12883740843.0
20201012,2860748082.0,1066837416.0,5028497681.0,5016350367.0,5771928743.0,71492737794.0,7846567868.0
20201013,2542199858.0,842028802.0,4038164058.0,4358101478.0,5498081204.0,86992331002.0,14112654721.0
20201014,2862693278.0,1028682506.0,4847676433.0,4882932095.0,5632743145.0,96436423992.0,15571044412.0
20201015,2650654976.0,870463905.0,4157797282.0,4422837012.0,5571911198.0,108458771095.0,16509913811.0
20201016,2517251980.0,860676015.0,4119953426.0,4402071950.0,5518337504.0,70303103015.0,9159710164.0
20201017,2561364832.0,1004913650.0,4751165477.0,4862219068.0,5632368830.0,44783963028.0,3875736156.0
20201018,3277941073.0,1487699861.0,6867054849.0,6153578315.0,5533770233.0,45421590769.0,3939531123.0
20201019,3169168580.0,1392940125.0,6425652443.0,5840543900.0,5232878627.0,108682202935.0,15801156959.0
20201020,2026251978.0,504629570.0,2513587170.0,3298337624.0,4635335562.0,177616817030.0,33579986653.0
20201021,2631572032.0,903316952.0,4261579050.0,4346790339.0,4576295163.0,210532488072.0,38957216820.0
20201022,2177648340.0,647679161.0,3115797164.0,3650892100.0,4478612341.0,94129084091.0,17212166713.0
20201023,2295716694.0,665314525.0,3204333238.0,3724668937.0,4909142893.0,84156819750.0,13162271863.0
20201024,2709271846.0,840558669.0,3986209049.0,4364011016.0,5694072798.0,192051914212.0,34911949656.0
20201026,2962743520.0,944059582.0,4428116076.0,4686634255.0,5803201761.0,154483835511.0,27603946116.0
20201027,2615929975.0,680235225.0,3287254900.0,4019415424.0,6063450150.0,174573629102.0,32831995668.0
20201028,2663739620.0,702960094.0,3371786769.0,4098889181.0,6039956998.0,200863182414.0,37538727198.0
20201029,2747807036.0,766917649.0,3656576381.0,4264278020.0,6215826760.0,162365109905.0,29662399440.0
20201030,3047432651.0,1096909304.0,5088580392.0,5216844002.0,6553875246.0,127149754065.0,20770310842.0
20201031,3149181040.0,1136267899.0,5235816988.0,5338574140.0,6608203492.0,150737243709.0,24322685808.0
20201101,2375382909.0,603208393.0,3217174746.0,4004227412.0,6254873205.0,234587103525.0,38138089225.0
20201102,2625308757.0,800210161.0,4152680350.0,4619586262.0,6135874284.0,229204508313.0,37559713307.0
20201103,2413409982.0,704754628.0,3700661190.0,4302972452.0,5966502119.0,142390227081.0,19192061476.0
20201104,3030886706.0,1105092574.0,5632368977.0,5583704991.0,6421526101.0,103990549620.0,10209285809.0
